id,interest_rate,internal_rating,maturity,dti_ratio,risk_free,yearly_payment
2571,9.47,B,3,26,1.72,5847.84
2572,16.22,C,3,38,1.72,8583
2573,30.92,HR,3,33,1.72,3654.84
2574,27.8,E,5,38,1.72,5691.6
2575,20.66,D,3,23,1.72,1974.72
2576,12.75,C,3,16,1.72,3269.4
2577,30.92,HR,3,29,1.72,3915.96
2578,19.91,D,5,55,1.72,5832.6
2579,10.59,B,3,21,1.72,5943.36
2580,17.61,D,3,21,1.72,2187.6
2581,12.46,B,5,15,1.72,2179.44
2582,12.71,C,5,24,1.72,4084.44
2583,6.66,A,3,19,1.72,3367.44
2584,8.38,A,5,12,1.72,4988.4
2585,23.74,D,5,57,1.72,7007.76
2586,13.8,C,3,14,1.72,1866.6
2587,23.99,D,5,24,1.72,1408.56
2588,21.48,D,3,51,1.72,4612.68
2589,15.73,C,3,17,1.72,4262.16
2590,23.05,D,5,12,1.72,14133.24
2591,8.66,A,3,42,1.72,7705.92
2592,10.7,B,3,20,1.72,2121
2593,6.12,AA,3,18,1.72,5679.12
2594,8.66,A,5,34,1.72,8853.6
2595,10.68,B,5,24,1.72,3967.44
2596,8.7,A,3,25,1.72,13493.16
2597,5.9,AA,5,15,1.72,5926.2
2598,12.19,B,5,20,1.72,3243.36
2599,29.45,HR,3,12,1.72,3586.68
2600,20.54,D,3,12,1.72,910.92
2601,13.76,C,3,22,1.72,6218.64
2602,22.99,D,3,46,1.72,3765.84
2603,14.93,C,3,38,1.72,2739.6
2604,22.99,D,3,34,1.72,7938.36
2605,15.4,C,3,8,1.72,1166.76
2606,22.1,D,3,36,1.72,10101.48
2607,4.32,AA,3,12,1.72,3252.36
2608,30.53,HR,5,41,1.72,3896.4
2609,10.15,B,3,15,1.72,3141.72
2610,6.91,A,3,54,1.72,3004.32
2611,14.43,C,3,50,1.72,5022.24
2612,30.25,HR,3,60,1.72,3882.48
2613,22.05,D,3,12,1.72,1930.2
2614,15.77,C,3,39,1.72,852.96
2615,9.47,A,3,18,1.72,2339.16
2616,18.73,D,3,32,1.72,6664.68
2617,13.25,C,5,11,1.72,2105.88
2618,7.6,A,3,28,1.72,3208.08
2619,20.54,D,3,60,1.72,9108.72
2620,30.28,HR,3,42,1.72,3884.04
2621,19.91,D,3,20,1.72,3240.36
2622,11.03,B,5,34,1.72,3987.48
2623,14.8,C,3,19,1.72,3365.64
2624,18.99,C,3,15,1.72,2383.92
2625,8.06,A,3,35,1.72,9815.64
2626,12.19,B,5,36,1.72,8108.52
2627,6.5,A,3,22,1.72,2314.32
2628,9.81,B,3,19,1.72,5876.76
2629,30.92,HR,3,32,1.72,3915.96
2630,25.99,E,5,16,1.72,3663.48
2631,12.19,B,3,61,1.72,10135.68
2632,18.99,C,3,37,1.72,4458.96
2633,25.99,E,3,53,1.72,5495.28
2634,19.99,D,3,22,1.72,13561.2
2635,6.12,AA,3,22,1.72,1855.92
2636,6.51,AA,3,27,1.72,7466.64
2637,8.06,A,3,27,1.72,10694.04
2638,8.66,A,3,16,1.72,2697
2639,30.53,HR,5,51,1.72,3896.4
2640,19.13,D,5,58,1.72,5738.28
2641,23.74,D,3,7,1.72,4204.68
2642,6.5,A,5,11,1.72,3732.72
2643,5.9,AA,3,33,1.72,2589.84
2644,18.14,C,3,20,1.72,4407.24
2645,20.66,D,5,26,1.72,2737.08
2646,8.35,A,5,27,1.72,2074.68
2647,6.7,A,5,6,1.72,6039.96
2648,30.92,HR,3,44,1.72,3915.96
2649,5.44,AA,3,5,1.72,3674.64
2650,16.45,C,5,12,1.72,10539.96
2651,30.92,HR,3,42,1.72,3915.96
2652,18.99,C,5,51,1.72,5350.8
2653,7.8,A,5,21,1.72,7609.56
2654,5.9,AA,3,25,1.72,3699.72
2655,21.42,D,5,37,1.72,4608.96
2656,16.55,C,3,16,1.72,6337.56
2657,13.64,C,3,27,1.72,10346.76
2658,14.12,C,5,57,1.72,5000.28
2659,28.74,E,3,22,1.72,5794.92
2660,15.59,C,3,29,1.72,3828.48
2661,20.85,D,3,26,1.72,9152.16
2662,26.95,E,5,20,1.72,3174.6
2663,15.4,C,5,27,1.72,10303.08
2664,12.19,B,3,25,1.72,8108.52
2665,29.88,HR,3,43,1.72,3864.12
2666,9.47,B,5,19,1.72,3898.56
2667,13.25,C,5,31,1.72,9827.16
2668,30.92,HR,3,51,1.72,3915.96
2669,30.25,HR,3,58,1.72,1035.36
2670,17.23,C,5,19,1.72,7655.64
2671,24.9,E,3,43,1.72,4828.44
2672,25.99,E,3,34,1.72,7347.6
2673,14.8,C,5,12,1.72,5810.88
2674,6.5,A,3,21,1.72,9331.92
2675,15.93,C,5,23,1.72,4274.16
2676,9.43,A,3,23,1.72,1558.56
2677,9.49,B,3,39,1.72,5157.36
2678,20.85,D,3,34,1.72,3430.2
2679,10.3,B,3,0,1.72,9194.76
2680,24.99,D,3,40,1.72,2900.52
2681,24.99,D,3,9,1.72,7251.36
2682,16.22,C,3,15,1.72,8583
2683,8.7,A,3,34,1.72,3662.4
2684,8.35,A,3,14,1.72,2301.36
2685,22.05,D,5,48,1.72,10158.96
2686,6.91,A,3,46,1.72,7510.8
2687,6.66,A,3,17,1.72,5612.4
2688,19.13,D,3,28,1.72,8935.2
2689,28.74,E,3,55,1.72,6092.52
2690,11.03,B,3,30,1.72,4808.04
2691,14.69,C,3,11,1.72,5796.84
2692,24.99,D,3,5,1.72,9668.52
2693,18.28,D,3,21,1.72,2191.92
2694,30.92,HR,3,29,1.72,3915.96
2695,22.44,E,5,52,1.72,4672.68
2696,30.92,HR,3,16,1.72,3915.96
2697,27.15,E,3,37,1.72,1873.56
2698,5.13,AA,5,26,1.72,6766.8
2699,9.81,B,5,26,1.72,10578.24
2700,7.32,A,3,17,1.72,3778.08
2701,10.59,B,3,49,1.72,12679.2
2702,5.13,AA,3,26,1.72,2926.2
2703,10.59,B,3,26,1.72,5289.12
2704,11.64,B,5,45,1.72,3218.04
2705,6.12,AA,3,21,1.72,2468.4
2706,9.47,B,5,23,1.72,6031.32
2707,5.13,AA,3,29,1.72,5486.52
2708,5.44,AA,3,29,1.72,5511.96
2709,15.18,C,5,42,1.72,3632.76
2710,22.05,D,5,60,1.72,6972.48
2711,25.59,E,5,18,1.72,3634.92
2712,14.15,C,5,54,1.72,6252.96
2713,22.05,D,5,59,1.72,9296.64
2714,11.31,B,3,7,1.72,3202.8
2715,6.49,A,3,36,1.72,9330.48
2716,5.3,AA,3,23,1.72,3666.96
2717,18.99,C,5,20,1.72,11147.52
2718,18.73,D,5,35,1.72,3793.56
2719,6.51,AA,5,34,1.72,6719.88
2720,16.61,C,3,49,1.72,7554.48
2721,5.6,AA,3,26,1.72,5525.04
2722,13.64,C,5,43,1.72,8496.48
2723,30.92,HR,5,23,1.72,3915.96
2724,5.9,AA,3,13,1.72,3514.8
2725,4.32,AA,5,9,1.72,3794.52
2726,9.47,A,5,32,1.72,8966.76
2727,22.05,D,3,35,1.72,3951
2728,11.59,B,3,26,1.72,2009.76
2729,7.51,A,3,32,1.72,4546.44
2730,14.45,C,3,18,1.72,5766.48
2731,24.9,E,5,17,1.72,7242.72
2732,20.61,D,5,10,1.72,2735.16
2733,23.21,E,3,58,1.72,4160.16
2734,11.1,B,5,17,1.72,6822.24
2735,6.51,AA,3,31,1.72,7466.64
2736,30.92,HR,3,33,1.72,2401.8
2737,25.62,E,3,38,1.72,4874.64
2738,30.24,E,5,53,1.72,2384.64
2739,11.03,B,3,20,1.72,5981.16
2740,8.06,A,3,20,1.72,1945.68
2741,9.47,A,3,44,1.72,2641.92
2742,5.9,AA,3,28,1.72,5549.64
2743,28.74,E,5,27,1.72,4635.96
2744,6.91,A,5,17,1.72,2253.24
2745,13.76,C,5,15,1.72,10364.4
2746,8.66,A,3,23,1.72,4300.32
2747,30.25,HR,3,48,1.72,3882.48
2748,5.6,AA,3,18,1.72,3683.4
2749,20.66,D,5,39,1.72,2280.84
2750,30.53,HR,3,34,1.72,3896.4
2751,13.8,C,3,37,1.72,2074.08
2752,11.03,B,5,7,1.72,1993.68
2753,13.76,C,3,9,1.72,2487.48
2754,7.2,A,3,18,1.72,3017.16
2755,22.44,E,5,23,1.72,3738.24
2756,13.8,C,3,14,1.72,3318.48
2757,9.86,B,3,28,1.72,5201.4
2758,27.71,E,5,13,1.72,5681.76
2759,30.82,HR,5,18,1.72,2555.16
2760,30.24,E,3,43,1.72,5176.08
2761,14.41,C,3,32,1.72,4321.08
2762,22.1,D,3,11,1.72,2325.72
2763,25.99,E,3,44,1.72,4408.56
2764,5.76,AA,3,19,1.72,7384.2
2765,11.64,B,3,40,1.72,5416.56
2766,12.71,C,3,46,1.72,4901.28
2767,11.65,B,3,18,1.72,4023.12
2768,6.51,AA,3,53,1.72,2613.36
2769,24.99,D,5,33,1.72,5388.24
2770,26.2,E,3,20,1.72,3678.6
2771,8.06,A,3,16,1.72,1909.68
2772,22.44,E,3,37,1.72,4095.96
2773,30.92,HR,3,28,1.72,3915.96
2774,14.8,C,5,12,1.72,6310.56
2775,25.99,E,3,48,1.72,4396.2
2776,8.38,A,5,24,1.72,7674.48
2777,30.24,E,3,9,1.72,1589.76
2778,30.53,HR,3,47,1.72,3896.4
2779,5.9,AA,3,30,1.72,5549.64
2780,14.41,C,5,32,1.72,6276
2781,22.99,D,3,24,1.72,6212.64
2782,8.42,A,3,17,1.72,9598.68
2783,6.49,A,3,16,1.72,5598.24
2784,6.51,AA,3,18,1.72,1866.6
2785,16.22,C,5,20,1.72,1716.6
2786,10.25,B,3,35,1.72,3942.84
2787,10.7,B,5,19,1.72,3571.68
2788,15.29,C,3,23,1.72,8222.76
2789,18.81,C,5,48,1.72,8896.08
2790,8.06,A,5,21,1.72,1953.24
2791,13.25,C,3,21,1.72,1234.8
2792,9.81,B,3,43,1.72,7835.76
2793,9.47,B,3,43,1.72,1637.4
2794,30.92,HR,5,12,1.72,3915.96
2795,14.05,C,3,24,1.72,2857.92
2796,10.5,B,5,14,1.72,1979.28
2797,13.97,C,3,32,1.72,831.6
2798,11,B,3,27,1.72,4384.32
2799,11.64,B,5,25,1.72,8045.04
2800,19.99,D,5,27,1.72,6491.4
2801,5.6,AA,5,14,1.72,3683.4
2802,15.93,C,5,30,1.72,4466.64
2803,9.09,A,3,24,1.72,11631.36
2804,5,AA,3,38,1.72,7301.28
2805,8.8,A,5,29,1.72,7721.64
2806,15.18,C,3,17,1.72,2929.68
2807,9.47,A,5,34,1.72,4665.24
2808,8.1,A,3,15,1.72,3057.24
2809,9.47,A,3,38,1.72,5154.96
2810,7.51,A,3,15,1.72,9471.6
2811,10.5,B,5,23,1.72,8445.12
2812,7.51,A,5,35,1.72,4546.44
2813,9.81,B,5,12,1.72,1958.88
2814,28.74,E,3,38,1.72,7615.68
2815,8.06,A,3,15,1.72,3819.36
2816,14.12,C,3,9,1.72,1250.04
2817,19.91,D,3,47,1.72,5832.6
2818,19.91,D,5,43,1.72,6773.16
2819,18.24,C,3,24,1.72,4413.24
2820,18.24,C,3,32,1.72,2815.92
2821,30.53,HR,3,15,1.72,3636.72
2822,6.66,A,3,13,1.72,2544.24
2823,24.74,D,3,63,1.72,7148.76
2824,9.86,B,3,27,1.72,2181.12
2825,19.43,D,5,25,1.72,3208.08
2826,8.66,A,3,12,1.72,1733.88
2827,26.99,E,5,20,1.72,992.64
2828,11.59,B,3,25,1.72,4019.64
2829,10.68,B,5,54,1.72,1587
2830,6.2,A,3,26,1.72,4459.44
2831,27.8,E,3,34,1.72,5691.6
2832,22.99,D,3,56,1.72,6212.64
2833,8.7,A,5,30,1.72,1542.12
2834,11.28,B,3,57,1.72,3201.48
2835,9.17,A,3,27,1.72,3881.64
2836,8.35,A,5,20,1.72,5753.28
2837,16.35,C,3,43,1.72,4299.24
2838,7.2,A,5,7,1.72,3771.48
2839,8.66,A,3,27,1.72,3852.96
2840,9.47,B,3,20,1.72,5154.96
2841,12.15,B,3,41,1.72,11993.76
2842,26.99,E,5,35,1.72,7444.44
2843,9.76,B,3,19,1.72,1566
2844,14.93,C,5,26,1.72,7109.4
2845,6.74,A,3,22,1.72,2809.44
2846,17.15,C,5,17,1.72,3057
2847,20.85,D,5,25,1.72,4130.04
2848,17.78,C,3,32,1.72,10844.28
2849,4.32,AA,3,13,1.72,3975.12
2850,19.43,D,3,38,1.72,8074.68
2851,5.44,AA,3,14,1.72,2517.12
2852,15.4,C,5,22,1.72,8485.2
2853,11.1,B,5,48,1.72,5987.16
2854,13.14,C,5,6,1.72,1400.4
2855,26.99,E,3,38,1.72,4962.96
2856,17.8,D,3,25,1.72,7749.24
2857,11,B,3,20,1.72,3203.16
2858,6.51,AA,3,24,1.72,7466.64
2859,9.81,B,5,24,1.72,2350.68
2860,6.51,AA,3,10,1.72,7466.64
2861,26.04,E,3,16,1.72,4901.64
2862,15.93,C,5,8,1.72,1282.2
2863,5.44,AA,3,30,1.72,3307.2
2864,4.7,AA,5,17,1.72,7268.64
2865,22.99,D,3,15,1.72,941.52
2866,5.6,AA,3,12,1.72,2210.04
2867,13.14,C,5,23,1.72,5321.76
2868,6.51,AA,3,35,1.72,3733.32
2869,20.54,D,5,25,1.72,6565.92
2870,13.76,C,3,36,1.72,5111.4
2871,15.59,C,3,12,1.72,11060.04
2872,12.19,B,3,21,1.72,5484.12
2873,6.91,A,3,35,1.72,5633.04
2874,6.12,AA,3,17,1.72,6310.08
2875,21.42,D,5,25,1.72,4608.96
2876,30.92,HR,3,37,1.72,2610.6
2877,28.74,E,3,16,1.72,2538.6
2878,6.91,A,3,32,1.72,4506.48
2879,14.12,C,3,20,1.72,6250.32
2880,13.8,C,5,31,1.72,6222.12
2881,14.43,C,3,20,1.72,2092.56
2882,19.99,D,3,18,1.72,904.08
2883,11.64,B,3,33,1.72,4022.52
2884,19.95,D,3,30,1.72,903.6
2885,6.91,A,3,52,1.72,3792.96
2886,24.99,D,3,25,1.72,8980.32
2887,6.51,AA,3,25,1.72,7466.64
2888,24.9,E,3,37,1.72,3585.72
2889,22.99,D,3,46,1.72,10356.12
2890,26.99,E,3,46,1.72,1488.84
2891,6.2,A,3,13,1.72,3344.64
2892,30.53,HR,3,28,1.72,3896.4
2893,8.7,A,5,26,1.72,4626.24
2894,11.1,B,3,33,1.72,5987.16
2895,9.47,B,3,13,1.72,2417.16
2896,9.81,B,5,9,1.72,5876.76
2897,5,AA,3,16,1.72,1460.28
2898,13.25,C,5,24,1.72,3292.68
2899,12.65,B,3,30,1.72,5540.88
2900,8.66,A,3,29,1.72,3852.96
2901,27.8,E,5,26,1.72,7523.4
2902,5.3,AA,3,17,1.72,5133.72
2903,14.12,C,5,15,1.72,4293.48
2904,12.19,B,5,23,1.72,2270.4
2905,13.14,C,3,29,1.72,5601.84
2906,30.82,HR,3,16,1.72,2607.24
2907,19.91,D,3,39,1.72,6773.16
2908,17.6,C,3,52,1.72,4374.48
2909,17.6,C,5,15,1.72,2469.24
2910,7.96,A,5,29,1.72,7627.44
2911,5.44,AA,3,17,1.72,4409.52
2912,22.05,D,3,50,1.72,5577.96
2913,5.6,AA,3,26,1.72,7366.68
2914,5.9,AA,5,30,1.72,5549.64
2915,14.8,C,5,54,1.72,5810.88
2916,16.06,C,5,42,1.72,10451.64
2917,14.15,C,3,23,1.72,4296.36
2918,4.32,AA,3,21,1.72,2891.04
2919,15.77,C,3,23,1.72,6396.96
2920,7.51,A,3,25,1.72,5682.96
2921,13.69,C,3,34,1.72,828.36
2922,13.25,C,5,22,1.72,3369.36
2923,12.19,B,3,30,1.72,3243.36
2924,4.32,AA,3,20,1.72,3613.8
2925,8.8,A,3,20,1.72,3045.48
2926,7.51,A,3,10,1.72,3138.96
2927,24.99,D,3,17,1.72,7184.28
2928,17.15,C,3,24,1.72,6114
2929,28.74,E,3,11,1.72,5794.92
2930,6.91,A,5,30,1.72,5633.04
2931,11,B,3,35,1.72,797.16
2932,30.53,HR,3,16,1.72,3896.4
2933,10.59,B,3,6,1.72,792.48
2934,14.97,C,3,16,1.72,2012.16
2935,5.13,AA,3,24,1.72,4023.48
2936,5.98,AA,3,27,1.72,2222.52
2937,13.8,C,5,19,1.72,4148.04
2938,6.51,AA,3,26,1.72,5973.24
2939,30.92,HR,3,16,1.72,3915.96
2940,8.7,A,3,35,1.72,9637.92
2941,16.55,C,5,24,1.72,1207.2
2942,14.15,C,3,34,1.72,6252.96
2943,17.15,C,3,19,1.72,3057
2944,14.12,C,5,37,1.72,3434.88
2945,28.03,HR,5,34,1.72,3773.04
2946,23.74,D,3,32,1.72,1901.88
2947,29.47,HR,3,13,1.72,3843.84
2948,11.64,B,3,67,1.72,8045.04
2949,12.71,C,3,16,1.72,3883.8
2950,30.92,HR,3,25,1.72,1305.36
2951,14.72,C,5,43,1.72,3480.36
2952,12.19,B,3,17,1.72,2027.16
2953,6.12,AA,5,36,1.72,2969.52
2954,12.15,B,3,42,1.72,8103.84
2955,10.3,B,3,43,1.72,12231.72
2956,22.44,E,3,41,1.72,7009.08
2957,9.81,B,3,43,1.72,10970.04
2958,30.92,HR,5,30,1.72,1827.48
2959,16.7,C,5,25,1.72,4541.52
2960,13.8,C,3,18,1.72,2392.2
2961,11.8,B,5,26,1.72,4077.12
2962,18.99,C,5,20,1.72,9535.8
2963,19.99,D,3,39,1.72,13561.2
2964,7.32,A,3,23,1.72,5856.12
2965,6.66,A,3,34,1.72,13095.48
2966,8.06,A,3,12,1.72,5728.92
2967,4.32,AA,3,23,1.72,5420.64
2968,8.7,A,5,32,1.72,4557.6
2969,27.48,HR,3,35,1.72,3746.16
2970,5.9,AA,3,33,1.72,1849.92
2971,19.99,D,3,26,1.72,3390.24
2972,6.12,AA,3,20,1.72,5567.76
2973,20.85,D,3,16,1.72,6608.04
2974,11.8,B,5,10,1.72,4031.76
2975,5.6,AA,3,46,1.72,5156.64
2976,10.7,B,3,39,1.72,4762.2
2977,6.51,AA,5,25,1.72,2986.68
2978,22.05,D,3,38,1.72,8465.76
2979,22.12,D,3,44,1.72,3391.08
2980,11.64,B,3,27,1.72,2166.6
2981,8.66,A,5,38,1.72,3467.64
2982,30.25,HR,3,57,1.72,3882.48
2983,26.99,E,5,33,1.72,4962.96
2984,16.55,C,3,14,1.72,2155.68
2985,9.09,A,3,24,1.72,4215.72
2986,29.94,HR,5,30,1.72,3093.72
2987,15.72,C,5,9,1.72,1278.48
2988,23.74,D,3,30,1.72,3503.88
2989,15.73,C,3,39,1.72,1278.72
2990,12.46,B,3,10,1.72,813.96
2991,26.34,E,5,40,1.72,1968.36
2992,11.36,B,5,32,1.72,1602.6
2993,8.7,A,5,24,1.72,7710.36
2994,19.99,D,3,29,1.72,4520.4
2995,15.29,C,3,47,1.72,3388.8
2996,7.8,A,5,39,1.72,6848.64
2997,15.4,C,3,21,1.72,1060.68
2998,19.99,D,3,31,1.72,2921.16
2999,8.06,A,5,16,1.72,1145.76
3000,16.45,C,3,23,1.72,2152.68
3001,27.48,HR,5,19,1.72,3746.16
3002,12.15,B,3,28,1.72,9588.6
3003,9.81,B,5,18,1.72,3134.28
3004,12.71,C,3,18,1.72,6126.6
3005,8.74,A,3,34,1.72,1013.76
3006,11.36,B,5,40,1.72,3084.96
3007,23.74,D,3,40,1.72,10511.64
3008,8.35,A,5,37,1.72,6520.44
3009,10.2,B,3,35,1.72,9811.08
3010,26.95,E,3,29,1.72,5225.76
3011,4.7,AA,3,23,1.72,7268.64
3012,27.93,E,5,19,1.72,3014.52
3013,15.4,C,5,18,1.72,3394.08
3014,5.76,AA,5,17,1.72,2953.68
3015,18.14,C,3,19,1.72,6868.68
3016,16.61,C,3,32,1.72,7723.56
3017,6.36,AA,5,13,1.72,9312.6
3018,15.59,C,3,30,1.72,4433.88
3019,14.41,C,5,12,1.72,2510.4
3020,6.74,A,3,42,1.72,5619
3021,19.91,D,5,32,1.72,9720.96
3022,11.64,B,3,18,1.72,6033.72
3023,15.18,C,3,45,1.72,5859.36
3024,14.93,C,5,36,1.72,2528.76
3025,13.43,C,3,14,1.72,8457
3026,22.99,D,3,30,1.72,7060.92
3027,10.7,B,5,26,1.72,2778
3028,30.92,HR,5,23,1.72,3184.92
3029,23.74,D,5,24,1.72,3503.88
3030,20.85,D,3,19,1.72,1829.4
3031,25.59,E,5,40,1.72,5847.24
3032,9.87,B,3,17,1.72,5881.92
3033,16.7,C,3,40,1.72,3027.72
3034,19.99,D,3,42,1.72,4520.4
3035,20.66,D,3,21,1.72,4561.8
3036,13.64,C,5,17,1.72,2483.28
3037,14.41,C,3,25,1.72,6337.56
3038,8.7,A,3,34,1.72,963.84
3039,6.12,AA,3,15,1.72,7423.68
3040,5.9,AA,3,13,1.72,6215.64
3041,15.29,C,3,28,1.72,5873.4
3042,26.95,E,5,13,1.72,5952.48
3043,14.8,C,3,21,1.72,4358.16
3044,8.7,A,5,17,1.72,5782.8
3045,6.51,AA,3,49,1.72,7466.64
3046,30.92,HR,3,36,1.72,2610.6
3047,7.6,A,5,19,1.72,13277.88
3048,8.7,A,3,43,1.72,2313.12
3049,12.71,C,3,49,1.72,4716.12
3050,13.69,C,3,22,1.72,3520.44
3051,26.99,E,3,14,1.72,4482.72
3052,10.68,B,3,26,1.72,5299.92
3053,5.44,AA,3,20,1.72,5511.96
3054,16.61,C,5,35,1.72,10576.32
3055,22.44,E,3,21,1.72,7009.08
3056,29.38,E,5,31,1.72,3910.44
3057,8.8,A,3,6,1.72,1065.84
3058,20.85,D,3,31,1.72,1981.68
3059,14.72,C,3,21,1.72,8404.56
3060,18.24,C,3,43,1.72,6619.92
3061,30.92,HR,3,30,1.72,3915.96
3062,17.6,C,5,30,1.72,1749.84
3063,27.71,E,3,34,1.72,3787.92
3064,20.85,D,3,14,1.72,4573.56
3065,18.24,C,5,42,1.72,4413.24
3066,7.96,A,3,29,1.72,6483.36
3067,11.64,B,3,27,1.72,4062.48
3068,15.4,C,3,23,1.72,3532.44
3069,5.9,AA,3,35,1.72,4439.76
3070,13.19,C,5,28,1.72,8224.8
3071,4.32,AA,5,20,1.72,1806.84
3072,26.34,E,3,50,1.72,2950.92
3073,6.51,AA,3,27,1.72,1866.6
3074,9.47,A,3,31,1.72,1949.28
3075,19.99,D,5,34,1.72,6491.4
3076,18.47,D,3,23,1.72,1328.16
3077,4.32,AA,5,3,1.72,722.76
3078,14.69,C,3,39,1.72,5796.84
3079,23.74,D,5,52,1.72,4204.68
3080,14.45,C,3,26,1.72,8372.64
3081,6.36,AA,3,31,1.72,4470
3082,22.99,D,3,39,1.72,2824.44
3083,11.1,B,3,28,1.72,3991.44
3084,5.13,AA,3,30,1.72,4389.24
3085,9.86,B,3,19,1.72,3120.84
3086,26.99,E,3,32,1.72,7395.36
3087,15.01,C,5,13,1.72,1856.52
3088,6.12,AA,5,20,1.72,4454.16
3089,8.7,A,3,33,1.72,2891.4
3090,10.06,B,3,32,1.72,3578.16
3091,18.81,C,5,35,1.72,2216.64
3092,10.25,B,5,27,1.72,5914.32
3093,4.32,AA,3,14,1.72,4878.6
3094,20.54,D,3,52,1.72,11385.84
3095,14.93,C,3,11,1.72,4214.64
3096,6.51,AA,5,17,1.72,8586.6
3097,5.9,AA,3,28,1.72,2774.88
3098,5.3,AA,3,9,1.72,3666.96
3099,20.85,D,3,47,1.72,7268.88
3100,5.13,AA,5,15,1.72,10973.16
3101,27.93,E,3,43,1.72,2512.08
3102,11.1,B,3,20,1.72,7982.88
3103,15.93,C,3,33,1.72,2350.8
3104,30.25,HR,3,38,1.72,2588.4
3105,14.93,C,5,43,1.72,2331
3106,10.68,B,3,27,1.72,5564.88
3107,8.06,A,5,20,1.72,3055.44
3108,23.74,D,3,29,1.72,1051.2
3109,9.09,A,3,35,1.72,4652.52
3110,11.65,B,5,13,1.72,14080.8
3111,25.99,E,3,30,1.72,1714.44
3112,27.93,E,5,46,1.72,5705.88
3113,4.32,AA,3,19,1.72,7227.6
3114,18.99,C,5,12,1.72,9535.8
3115,6.12,AA,3,9,1.72,7423.68
3116,22.05,D,3,33,1.72,3386.28
3117,10.59,B,5,34,1.72,3702.36
3118,8.8,A,5,32,1.72,13512.84
3119,9.3,B,5,18,1.72,5904.96
3120,30.92,HR,5,40,1.72,1044.24
3121,14.93,C,5,28,1.72,4370.52
3122,23.05,D,3,42,1.72,6911.28
3123,4.32,AA,3,21,1.72,5420.64
3124,11.65,B,3,24,1.72,804.6
3125,22.1,D,3,59,1.72,7442.28
3126,23.88,E,3,38,1.72,4216.44
3127,30.92,HR,3,12,1.72,3915.96
3128,20.66,D,3,30,1.72,2737.08
3129,18.14,C,3,19,1.72,4839.24
3130,4.7,AA,3,8,1.72,4906.32
3131,13.8,C,5,30,1.72,14518.32
3132,6.51,AA,5,15,1.72,4032
3133,30.09,HR,3,56,1.72,3874.56
3134,30.06,HR,3,24,1.72,3614.88
3135,10.68,B,5,20,1.72,8161.92
3136,6.66,A,3,28,1.72,2993.28
3137,29.77,HR,3,29,1.72,3858.72
3138,7.32,A,3,13,1.72,5667.12
3139,4.32,AA,3,18,1.72,3613.8
3140,28.56,E,3,24,1.72,5775
3141,9.47,A,3,23,1.72,3118.92
3142,20.85,D,5,24,1.72,8260.08
3143,15.29,C,5,42,1.72,4236
3144,26.2,E,3,30,1.72,7367.88
3145,9.09,A,3,28,1.72,4807.68
3146,10.68,B,3,36,1.72,5157.6
3147,25.59,E,3,19,1.72,3998.4
3148,5.9,AA,3,17,1.72,4029.84
3149,13.43,C,3,34,1.72,5777.04
3150,27.71,E,5,24,1.72,4166.64
3151,24.08,E,5,62,1.72,3821.04
3152,25.62,E,3,57,1.72,4874.64
3153,12.19,B,5,21,1.72,6855.12
3154,5.6,AA,3,13,1.72,7366.68
3155,26.2,E,3,32,1.72,1473.6
3156,12.75,C,3,33,1.72,1634.76
3157,28.03,HR,5,11,1.72,3773.04
3158,13.14,C,5,39,1.72,5601.84
3159,5.9,AA,3,38,1.72,11099.28
3160,10.2,B,5,19,1.72,4728
3161,29.38,E,3,49,1.72,2737.32
3162,22.12,D,3,16,1.72,3256.92
3163,12.75,C,3,24,1.72,4086.72
3164,22.1,D,5,24,1.72,9023.76
3165,10.3,B,3,25,1.72,5918.52
3166,14.45,C,5,29,1.72,8649.6
3167,7.96,A,5,19,1.72,4479.6
3168,11.1,B,3,34,1.72,7982.88
3169,9.87,B,3,30,1.72,7842.48
3170,14.12,C,5,22,1.72,10417.2
3171,17.43,C,5,22,1.72,10763.76
3172,8.66,A,5,11,1.72,2889.72
3173,8.06,A,5,21,1.72,4201.2
3174,14.69,C,3,29,1.72,7140.84
3175,12.19,B,5,12,1.72,3838.92
3176,12.13,B,3,20,1.72,810.12
3177,19.99,D,5,18,1.72,6491.4
3178,30.92,HR,3,38,1.72,3915.96
3179,11.03,B,5,19,1.72,9968.64
3180,9.09,A,3,29,1.72,5815.68
3181,9.47,A,3,5,1.72,3898.56
3182,9.49,B,3,36,1.72,4679.64
3183,30.92,HR,3,15,1.72,3915.96
3184,10.5,B,3,14,1.72,8445.12
3185,12.15,B,3,27,1.72,4931.28
3186,27.71,E,3,36,1.72,4545.48
3187,12.19,B,5,29,1.72,7297.68
3188,30.24,E,3,52,1.72,5176.08
3189,12.65,B,3,31,1.72,1224.24
3190,13.14,C,5,52,1.72,4109.52
3191,30.82,HR,3,38,1.72,3910.92
3192,24.08,E,5,45,1.72,2116.68
3193,12.75,C,3,24,1.72,9718.32
3194,14.8,C,5,57,1.72,10517.52
3195,22.05,D,5,28,1.72,7449.84
3196,11.8,B,3,38,1.72,3991.8
3197,9.09,A,3,28,1.72,7754.28
3198,21.48,D,3,20,1.72,3347.16
3199,18.73,D,3,38,1.72,5331.72
3200,12.71,C,3,13,1.72,2859.12
3201,22.44,E,5,31,1.72,5119.92
